Format,State,"Air Carrier","Flight Type","Stage Type",Year,Months,"Passengers Carried","Passenger-KM performed (1000s)","Seat-KM available (1000s)","Passenger load factor"
"SRI LANKA",FITSAIR,"Scheduled flight","International flights",2017,3,0,0,0,0
KYRGYZSTAN,KYRGYZSTAN,"Scheduled flight","International flights",2017,10,26117,60906,78058,0.78
KYRGYZSTAN,KYRGYZSTAN,"Scheduled flight","Domestic flights",2017,7,21558,8408,9020,0.932
UZBEKISTAN,"UZBEKISTAN AIRWAYS","Scheduled flight","International flights",2017,9,1549491,5068226,6300030,0.804
UZBEKISTAN,"UZBEKISTAN AIRWAYS","Scheduled flight","Domestic flights",2017,9,357893,219263,356719,0.615
TAJIKISTAN,TAJIKISTANAL,"Scheduled flight","International flights",2017,3,73418,214567,492292,0.436
TAJIKISTAN,TAJIKISTANAL,"Scheduled flight","Domestic flights",2017,3,2902,1218,3310,0.368
"RUSSIAN FEDERATION","URAL AIRLINES","Scheduled flight","International flights",2017,10,2080652,5927091,7204438,0.823
"RUSSIAN FEDERATION","URAL AIRLINES","Scheduled flight","Domestic flights",2017,10,3891056,8123053,9641570,0.843
"RUSSIAN FEDERATION","UTAIR AVIATION","Scheduled flight","International flights",2017,10,877160,1969676,2454876,0.802
"RUSSIAN FEDERATION","UTAIR AVIATION","Scheduled flight","Domestic flights",2017,10,4860874,7089279,9555329,0.742
"RUSSIAN FEDERATION","AEROFLOT RUSSIAN AIRLINES","Scheduled flight","International flights",2017,10,14454872,50908362,62345037,0.817
"RUSSIAN FEDERATION","AEROFLOT RUSSIAN AIRLINES","Scheduled flight","Domestic flights",2017,10,13236760,26408964,31171357,0.847
"RUSSIAN FEDERATION","SIBERIA AIRLINES","Scheduled flight","International flights",2017,10,2676877,6638901,7917080,0.839
"RUSSIAN FEDERATION","SIBERIA AIRLINES","Scheduled flight","Domestic flights",2017,10,5771328,9712260,11075395,0.877
"RUSSIAN FEDERATION",GLOBUS,"Scheduled flight","International flights",2017,10,625312,1684486,1938089,0.869
"RUSSIAN FEDERATION",GLOBUS,"Scheduled flight","Domestic flights",2017,10,3082780,7542580,8837129,0.854
"RUSSIAN FEDERATION","AIRBRIDGE CARGO","Scheduled flight","International flights",2017,10,0,0,0,0
"RUSSIAN FEDERATION","AIRBRIDGE CARGO","Scheduled flight","Domestic flights",2017,9,0,0,0,0
"REPUBLIC OF MOLDOVA","AIR MOLDOVA","Scheduled flight","International flights",2017,10,913372,1359518,1789855,0.76
LUXEMBOURG,CARGOLUX,"Scheduled flight","International flights",2017,11,0,0,0,0
